row_id,order_id,order_date,ship_date,ship_mode,customer_id,country,city,state,postal_code,region,product_id,sales,quantity,discount,profit,customer_name,segment,category,sub_category,product_name
7333,CA-2017-115119,2017-10-26,2017-10-30,Standard Class,SC-20440,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003007,81.438,7,0.7,-65.1504,Shaun Chance,Corporate,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
5227,CA-2016-119865,2016-06-21,2016-06-26,Standard Class,AS-10090,United States,New York City,New York,10011,East,OFF-BI-10003007,186.144,6,0.2,60.4968,Adam Shillingsburg,Consumer,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
5986,CA-2016-163776,2016-07-19,2016-07-25,Standard Class,JS-16030,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10003007,77.56,2,0.0,35.6776,Joy Smith,Consumer,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
4681,CA-2014-114510,2014-03-14,2014-03-19,Standard Class,JF-15295,United States,Logan,Utah,84321,West,OFF-BI-10003007,62.048,2,0.2,20.1656,Jason Fortune-,Consumer,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
6546,US-2017-154872,2017-05-14,2017-05-18,Standard Class,DP-13000,United States,Cleveland,Ohio,44105,East,OFF-LA-10000973,5.04,2,0.2,1.764,Darren Powers,Consumer,Office Supplies,Labels,Avery 502
1135,US-2016-134908,2016-06-05,2016-06-09,Standard Class,JS-15940,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10000973,7.56,3,0.2,2.6460000000000004,Joni Sundaresam,Home Office,Office Supplies,Labels,Avery 502
7851,CA-2016-104311,2016-05-02,2016-05-06,Standard Class,AS-10090,United States,Irving,Texas,75061,Central,OFF-LA-10000973,5.04,2,0.2,1.764,Adam Shillingsburg,Consumer,Office Supplies,Labels,Avery 502
7981,CA-2014-103800,2014-01-03,2014-01-07,Standard Class,DP-13000,United States,Houston,Texas,77095,Central,OFF-PA-10000174,16.448,2,0.2,5.5512,Darren Powers,Consumer,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
5512,US-2014-137680,2014-02-24,2014-03-02,Standard Class,JH-15430,United States,Medford,Oregon,97504,West,OFF-PA-10000174,32.896,4,0.2,11.1024,Jennifer Halladay,Consumer,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
3613,CA-2015-110093,2015-12-03,2015-12-08,Standard Class,AB-10255,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10000174,16.448,2,0.2,5.5512,Alejandro Ballentine,Home Office,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
3428,US-2017-111024,2017-07-03,2017-07-06,Second Class,SZ-20035,United States,Lancaster,Ohio,43130,East,OFF-PA-10000174,32.896,4,0.2,11.1024,Sam Zeldin,Home Office,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
9623,CA-2014-115133,2014-09-26,2014-09-30,Standard Class,DA-13450,United States,Lancaster,Ohio,43130,East,OFF-PA-10000174,32.896,4,0.2,11.1024,Dianna Arnett,Home Office,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
8368,CA-2014-109918,2014-09-07,2014-09-12,Second Class,LR-17035,United States,Santa Clara,California,95051,West,OFF-PA-10000174,20.56,2,0.0,9.6632,Lisa Ryan,Corporate,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
8129,CA-2017-157350,2017-08-26,2017-09-01,Standard Class,DP-13000,United States,Chicago,Illinois,60610,Central,FUR-FU-10000222,64.96,5,0.6,-43.848,Darren Powers,Consumer,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
5314,CA-2017-137876,2017-04-30,2017-05-05,Standard Class,DJ-13510,United States,San Francisco,California,94110,West,FUR-FU-10000222,64.96,2,0.0,21.4368,Don Jones,Corporate,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
8986,CA-2015-123092,2015-12-03,2015-12-07,Standard Class,JG-15115,United States,Jacksonville,North Carolina,28540,South,FUR-FU-10000222,77.952,3,0.2,12.6672,Jack Garza,Consumer,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
724,CA-2014-117429,2014-10-07,2014-10-13,Standard Class,MR-17545,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10000222,129.92,5,0.2,21.112,Mathew Reese,Home Office,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
6491,CA-2014-149594,2014-09-15,2014-09-19,Standard Class,MF-18250,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10000222,103.936,4,0.2,16.8896,Monica Federle,Corporate,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock"
9178,CA-2016-166618,2016-11-14,2016-11-18,Standard Class,DP-13000,United States,New York City,New York,10035,East,TEC-PH-10003356,13.98,2,0.0,3.9144,Darren Powers,Consumer,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
9841,US-2016-125402,2016-09-25,2016-10-01,Standard Class,DL-12865,United States,Long Beach,California,90805,West,TEC-PH-10003356,44.736000000000004,8,0.2,4.4736,Dan Lawera,Consumer,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
4936,CA-2015-155124,2015-03-15,2015-03-21,Standard Class,KS-16300,United States,Lehi,Utah,84043,West,TEC-PH-10003356,16.776,3,0.2,1.6776,Karen Seio,Corporate,Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
9179,CA-2016-166618,2016-11-14,2016-11-18,Standard Class,DP-13000,United States,New York City,New York,10035,East,OFF-AR-10001725,23.65,1,0.0,6.149,Darren Powers,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
3644,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,United States,Los Angeles,California,90008,West,OFF-AR-10001725,47.3,2,0.0,12.298,Michael Chen,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
4639,CA-2017-168228,2017-04-27,2017-04-29,First Class,AP-10915,United States,Los Angeles,California,90045,West,OFF-AR-10001725,47.3,2,0.0,12.298,Arthur Prichep,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
4430,CA-2017-147725,2017-09-14,2017-09-14,Same Day,LT-17110,United States,Orange,New Jersey,7050,East,OFF-AR-10001725,70.95,3,0.0,18.447,Liz Thompson,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
8839,CA-2014-153808,2014-04-06,2014-04-10,Second Class,FH-14275,United States,Los Angeles,California,90004,West,OFF-AR-10001725,70.95,3,0.0,18.447,Frank Hawley,Corporate,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
7296,CA-2014-111899,2014-05-04,2014-05-05,First Class,NC-18340,United States,Houston,Texas,77036,Central,OFF-AR-10001725,37.84,2,0.2,2.838,Nat Carroll,Consumer,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners
9904,CA-2014-122609,2014-11-12,2014-11-18,Standard Class,DP-13000,United States,Carrollton,Texas,75007,Central,FUR-FU-10004587,25.128,3,0.6,-6.9102,Darren Powers,Consumer,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
2579,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,62.82,3,0.0,30.7818,Shirley Daniels,Home Office,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
8035,CA-2015-119690,2015-06-25,2015-06-28,First Class,MV-17485,United States,Houston,Texas,77041,Central,FUR-FU-10004587,75.384,9,0.6,-20.7306,Mark Van Huff,Consumer,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
9905,CA-2014-122609,2014-11-12,2014-11-18,Standard Class,DP-13000,United States,Carrollton,Texas,75007,Central,TEC-AC-10002567,127.984,2,0.2,25.5968,Darren Powers,Consumer,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
7839,CA-2015-149083,2015-09-25,2015-09-30,Standard Class,SH-19975,United States,Seattle,Washington,98103,West,TEC-AC-10002567,159.98,2,0.0,57.5928,Sally Hughsby,Corporate,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
3900,CA-2017-157980,2017-12-07,2017-12-09,First Class,SH-20395,United States,Toledo,Ohio,43615,East,TEC-AC-10002567,127.984,2,0.2,25.5968,Shahid Hopkins,Consumer,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
484,CA-2014-127691,2014-07-22,2014-07-27,Standard Class,EM-14065,United States,New York City,New York,10024,East,TEC-AC-10002567,159.98,2,0.0,57.5928,Erin Mull,Consumer,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
8556,CA-2015-117884,2015-03-22,2015-03-22,Same Day,DC-13285,United States,Plantation,Florida,33317,South,TEC-AC-10002567,447.944,7,0.2,89.5888,Debra Catini,Consumer,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
8594,CA-2017-159667,2017-11-09,2017-11-13,Standard Class,PM-19135,United States,Jacksonville,Florida,32216,South,TEC-AC-10002567,191.976,3,0.2,38.3952,Peter McVee,Home Office,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
8068,US-2015-160563,2015-10-20,2015-10-24,Standard Class,NS-18640,United States,San Francisco,California,94109,West,TEC-AC-10002567,239.97,3,0.0,86.3892,Noel Staavos,Corporate,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
4036,US-2016-108777,2016-12-12,2016-12-12,Same Day,JM-15655,United States,Lorain,Ohio,44052,East,TEC-AC-10002567,383.952,6,0.2,76.7904,Jim Mitchum,Corporate,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
9750,CA-2016-158358,2016-03-04,2016-03-08,Standard Class,EM-13810,United States,Dover,New Hampshire,3820,East,TEC-AC-10002567,159.98,2,0.0,57.5928,Eleni McCrary,Corporate,Technology,Accessories,Logitech G602 Wireless Gaming Mouse
55,CA-2016-105816,2016-12-11,2016-12-17,Standard Class,JM-15265,United States,New York City,New York,10024,East,TEC-PH-10002447,1029.95,5,0.0,298.6855,Janet Molinari,Corporate,Technology,Phones,AT&T CL83451 4-Handset Telephone
6895,CA-2017-164756,2017-09-18,2017-09-22,Standard Class,SS-20140,United States,Columbus,Georgia,31907,South,TEC-PH-10002447,411.98,2,0.0,119.4742,Saphhira Shifley,Corporate,Technology,Phones,AT&T CL83451 4-Handset Telephone
5353,CA-2016-123932,2016-09-06,2016-09-12,Standard Class,YC-21895,United States,Dallas,Texas,75217,Central,TEC-PH-10002447,329.584,2,0.2,37.0782,Yoseph Carroll,Corporate,Technology,Phones,AT&T CL83451 4-Handset Telephone
7504,US-2017-120147,2017-03-30,2017-03-30,Same Day,TB-21400,United States,Los Angeles,California,90036,West,TEC-PH-10002447,164.792,1,0.2,18.5391,Tom Boeckenhauer,Consumer,Technology,Phones,AT&T CL83451 4-Handset Telephone
426,CA-2017-149160,2017-11-23,2017-11-26,Second Class,JM-15265,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,28.4,2,0.0,11.075999999999999,Janet Molinari,Corporate,Furniture,Furnishings,Coloredge Poster Frame
808,CA-2015-140921,2015-02-03,2015-02-05,First Class,AA-10375,United States,Omaha,Nebraska,68104,Central,FUR-FU-10003347,28.4,2,0.0,11.075999999999999,Allen Armold,Consumer,Furniture,Furnishings,Coloredge Poster Frame
560,CA-2017-118731,2017-11-20,2017-11-22,Second Class,LP-17080,United States,San Francisco,California,94110,West,FUR-FU-10003347,42.6,3,0.0,16.614,Liz Pelletier,Consumer,Furniture,Furnishings,Coloredge Poster Frame
1489,CA-2015-140410,2015-11-03,2015-11-07,Standard Class,CM-12655,United States,Los Angeles,California,90008,West,FUR-FU-10003347,42.6,3,0.0,16.614,Corinna Mitchell,Home Office,Furniture,Furnishings,Coloredge Poster Frame
7234,CA-2016-137337,2016-03-08,2016-03-12,Standard Class,GB-14575,United States,New York City,New York,10011,East,FUR-FU-10003347,113.6,8,0.0,44.303999999999995,Giulietta Baptist,Consumer,Furniture,Furnishings,Coloredge Poster Frame
6037,CA-2016-131205,2016-09-04,2016-09-08,Standard Class,AA-10645,United States,Georgetown,Kentucky,40324,South,FUR-FU-10003347,42.6,3,0.0,16.614,Anna Andreadi,Consumer,Furniture,Furnishings,Coloredge Poster Frame
427,CA-2017-149160,2017-11-23,2017-11-26,Second Class,JM-15265,United States,Canton,Michigan,48187,Central,OFF-BI-10001543,287.92,8,0.0,138.2016,Janet Molinari,Corporate,Office Supplies,Binders,GBC VeloBinder Manual Binding System
789,CA-2015-115938,2015-06-26,2015-06-30,Standard Class,SA-20830,United States,Richmond,Virginia,23223,South,OFF-BI-10001543,143.96,4,0.0,69.1008,Sue Ann Reed,Consumer,Office Supplies,Binders,GBC VeloBinder Manual Binding System
606,CA-2014-149958,2014-03-15,2014-03-19,Standard Class,AS-10240,United States,Tampa,Florida,33614,South,OFF-BI-10001543,43.188,4,0.7,-31.6712,Alan Shonely,Consumer,Office Supplies,Binders,GBC VeloBinder Manual Binding System
7327,US-2017-128447,2017-11-10,2017-11-17,Standard Class,MC-17845,United States,Pasco,Washington,99301,West,OFF-BI-10001543,28.791999999999998,1,0.2,10.0772,Michael Chen,Consumer,Office Supplies,Binders,GBC VeloBinder Manual Binding System
9716,CA-2016-116379,2016-11-07,2016-11-12,Standard Class,LD-17005,United States,San Francisco,California,94122,West,OFF-BI-10001543,57.583999999999996,2,0.2,20.1544,Lisa DeCherney,Consumer,Office Supplies,Binders,GBC VeloBinder Manual Binding System
9528,CA-2017-156958,2017-12-05,2017-12-06,First Class,PB-18805,United States,Seattle,Washington,98115,West,OFF-BI-10001543,172.752,6,0.2,60.4632,Patrick Bzostek,Home Office,Office Supplies,Binders,GBC VeloBinder Manual Binding System
4537,CA-2017-138464,2017-07-08,2017-07-12,Standard Class,VF-21715,United States,Seattle,Washington,98115,West,OFF-BI-10001543,86.376,3,0.2,30.2316,Vicky Freymann,Home Office,Office Supplies,Binders,GBC VeloBinder Manual Binding System
3013,CA-2017-134845,2017-04-17,2017-04-23,Standard Class,SR-20425,United States,Louisville,Colorado,80027,West,OFF-BI-10001543,21.594,2,0.7,-15.8356,Sharelle Roach,Home Office,Office Supplies,Binders,GBC VeloBinder Manual Binding System
5944,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,United States,Los Angeles,California,90036,West,FUR-FU-10000771,6.28,1,0.0,2.6376,Janet Molinari,Corporate,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
2895,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,JC-16105,United States,Rochester,New York,14609,East,FUR-FU-10000771,69.08,11,0.0,29.0136,Julie Creighton,Corporate,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
7239,CA-2016-101651,2016-12-24,2016-12-30,Standard Class,SC-20305,United States,San Jose,California,95123,West,FUR-FU-10000771,43.96,7,0.0,18.4632,Sean Christensen,Consumer,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
2927,CA-2017-128629,2017-07-10,2017-07-14,Second Class,BP-11155,United States,Columbus,Georgia,31907,South,FUR-FU-10000771,18.84,3,0.0,7.9128,Becky Pak,Consumer,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke"
5945,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,United States,Los Angeles,California,90036,West,TEC-AC-10002399,95.1,5,0.0,30.432,Janet Molinari,Corporate,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
2628,US-2017-165344,2017-11-13,2017-11-15,First Class,SB-20290,United States,Springfield,Ohio,45503,East,TEC-AC-10002399,60.864,4,0.2,9.1296,Sean Braxton,Corporate,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
512,CA-2017-135307,2017-11-26,2017-11-27,First Class,LS-17245,United States,Gladstone,Missouri,64118,Central,TEC-AC-10002399,38.04,2,0.0,12.1728,Lynn Smith,Consumer,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
707,CA-2014-138527,2014-09-12,2014-09-17,Standard Class,BN-11470,United States,Cary,North Carolina,27511,South,TEC-AC-10002399,15.216,1,0.2,2.2824,Brad Norvell,Corporate,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
2444,CA-2016-146934,2016-05-22,2016-05-27,Standard Class,AF-10870,United States,Passaic,New Jersey,7055,East,TEC-AC-10002399,95.1,5,0.0,30.432,Art Ferguson,Consumer,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
2454,CA-2017-140949,2017-03-17,2017-03-22,Second Class,DB-13405,United States,New York City,New York,10011,East,TEC-AC-10002399,57.06,3,0.0,18.2592,Denny Blanton,Consumer,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive
5946,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,United States,Los Angeles,California,90036,West,OFF-PA-10004983,25.92,4,0.0,12.4416,Janet Molinari,Corporate,Office Supplies,Paper,Xerox 23
4798,US-2016-148901,2016-05-14,2016-05-19,Standard Class,MK-17905,United States,Jacksonville,Florida,32216,South,OFF-PA-10004983,31.104,6,0.2,10.8864,Michael Kennedy,Corporate,Office Supplies,Paper,Xerox 23
2469,CA-2017-128755,2017-05-04,2017-05-08,Standard Class,MK-18160,United States,Newport News,Virginia,23602,South,OFF-PA-10004983,32.4,5,0.0,15.552,Mike Kennedy,Consumer,Office Supplies,Paper,Xerox 23
6619,US-2017-167402,2017-01-13,2017-01-18,Second Class,CP-12085,United States,Springfield,Missouri,65807,Central,OFF-PA-10004983,32.4,5,0.0,15.552,Cathy Prescott,Corporate,Office Supplies,Paper,Xerox 23
8065,CA-2016-132997,2016-11-07,2016-11-09,First Class,LW-17215,United States,Rochester,New York,14609,East,OFF-PA-10004983,12.96,2,0.0,6.2208,Luke Weiss,Consumer,Office Supplies,Paper,Xerox 23
9954,CA-2015-141593,2015-12-14,2015-12-16,Second Class,DB-12970,United States,Los Angeles,California,90045,West,OFF-PA-10004983,6.48,1,0.0,3.1104,Darren Budd,Corporate,Office Supplies,Paper,Xerox 23
5947,CA-2014-104178,2014-08-25,2014-08-29,Standard Class,JM-15265,United States,Los Angeles,California,90036,West,OFF-ST-10004258,48.84,4,0.0,13.1868,Janet Molinari,Corporate,Office Supplies,Storage,Portable Personal File Box
8780,CA-2015-165813,2015-03-20,2015-03-22,Second Class,BM-11785,United States,Salem,Oregon,97301,West,OFF-ST-10004258,29.304000000000002,3,0.2,2.5641,Bryan Mills,Consumer,Office Supplies,Storage,Portable Personal File Box
4630,CA-2016-101336,2016-11-13,2016-11-18,Standard Class,CK-12760,United States,New York City,New York,10011,East,OFF-ST-10004258,36.63,3,0.0,9.8901,Cyma Kinney,Corporate,Office Supplies,Storage,Portable Personal File Box
4832,CA-2014-120278,2014-11-07,2014-11-12,Standard Class,MS-17365,United States,Wausau,Wisconsin,54401,Central,OFF-ST-10004258,36.63,3,0.0,9.8901,Maribeth Schnelling,Consumer,Office Supplies,Storage,Portable Personal File Box
998,CA-2015-162537,2015-10-28,2015-11-03,Standard Class,RD-19585,United States,Henderson,Kentucky,42420,South,OFF-ST-10004258,36.63,3,0.0,9.8901,Rob Dowd,Consumer,Office Supplies,Storage,Portable Personal File Box
5212,CA-2015-130876,2015-05-12,2015-05-16,Second Class,AZ-10750,United States,New York City,New York,10024,East,OFF-ST-10004258,36.63,3,0.0,9.8901,Annie Zypern,Consumer,Office Supplies,Storage,Portable Personal File Box
9466,CA-2016-126858,2016-11-19,2016-11-23,Standard Class,JM-15265,United States,Seattle,Washington,98115,West,FUR-FU-10000448,31.96,2,0.0,1.598,Janet Molinari,Corporate,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
533,US-2017-129441,2017-09-07,2017-09-11,Standard Class,JC-15340,United States,Los Angeles,California,90032,West,FUR-FU-10000448,47.94,3,0.0,2.397,Jasper Cacioppo,Consumer,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
9171,US-2016-155768,2016-12-01,2016-12-01,Same Day,LB-16795,United States,Oxnard,California,93030,West,FUR-FU-10000448,31.96,2,0.0,1.598,Laurel Beltran,Home Office,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
4305,CA-2014-162278,2014-10-26,2014-10-30,Second Class,AH-10585,United States,Seattle,Washington,98105,West,FUR-FU-10000448,63.92,4,0.0,3.196,Angele Hood,Consumer,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors
9475,CA-2015-100818,2015-05-31,2015-06-05,Second Class,JM-15265,United States,Chicago,Illinois,60653,Central,OFF-LA-10000443,5.904,2,0.2,1.9926,Janet Molinari,Corporate,Office Supplies,Labels,Avery 501
6281,CA-2017-152226,2017-05-12,2017-05-16,Standard Class,JH-15910,United States,Cincinnati,Ohio,45231,East,OFF-LA-10000443,5.904,2,0.2,1.9926,Jonathan Howell,Consumer,Office Supplies,Labels,Avery 501
6162,CA-2014-103989,2014-03-19,2014-03-21,First Class,MC-17605,United States,Lakeland,Florida,33801,South,OFF-LA-10000443,11.808,4,0.2,3.9852,Matt Connell,Corporate,Office Supplies,Labels,Avery 501
1816,CA-2015-164833,2015-06-04,2015-06-04,Same Day,LL-16840,United States,Seattle,Washington,98105,West,OFF-LA-10000443,7.38,2,0.0,3.4686,Lauren Leatherbury,Consumer,Office Supplies,Labels,Avery 501
6976,CA-2015-112144,2015-06-28,2015-07-02,Standard Class,CY-12745,United States,Gilbert,Arizona,85234,West,OFF-LA-10000443,5.904,2,0.2,1.9926,Craig Yedwab,Corporate,Office Supplies,Labels,Avery 501
4114,CA-2015-116687,2015-05-02,2015-05-07,Standard Class,NC-18625,United States,Houston,Texas,77095,Central,OFF-LA-10000443,8.856,3,0.2,2.9889,Noah Childs,Corporate,Office Supplies,Labels,Avery 501
8754,CA-2017-152198,2017-09-09,2017-09-10,First Class,JD-16015,United States,Toledo,Ohio,43615,East,OFF-LA-10000443,17.712,6,0.2,5.9778,Joy Daniels,Consumer,Office Supplies,Labels,Avery 501
8292,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,United States,Miami,Florida,33180,South,OFF-LA-10000443,2.952,1,0.2,0.9963,Duane Huffman,Home Office,Office Supplies,Labels,Avery 501
9477,CA-2015-100818,2015-05-31,2015-06-05,Second Class,JM-15265,United States,Chicago,Illinois,60653,Central,FUR-FU-10002703,51.56,2,0.6,-61.872,Janet Molinari,Corporate,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
3432,CA-2017-148264,2017-12-08,2017-12-09,First Class,LF-17185,United States,Inglewood,California,90301,West,FUR-FU-10002703,128.9,2,0.0,15.468,Luke Foster,Consumer,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
9478,CA-2015-100818,2015-05-31,2015-06-05,Second Class,JM-15265,United States,Chicago,Illinois,60653,Central,OFF-BI-10004364,3.5639999999999996,3,0.8,-6.237,Janet Molinari,Corporate,Office Supplies,Binders,Storex Dura Pro Binders
6334,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,29.7,5,0.0,13.365,Xylona Preis,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
4266,US-2016-131611,2016-11-05,2016-11-09,Standard Class,EP-13915,United States,Houston,Texas,77036,Central,OFF-BI-10004364,3.5639999999999996,3,0.8,-6.237,Emily Phan,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
1440,CA-2017-122735,2017-04-12,2017-04-15,Second Class,BD-11320,United States,Providence,Rhode Island,2908,East,OFF-BI-10004364,29.7,5,0.0,13.365,Bill Donatelli,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
7075,CA-2016-112256,2016-07-23,2016-07-28,Standard Class,CK-12205,United States,Mcallen,Texas,78501,Central,OFF-BI-10004364,4.752,4,0.8,-8.316,Chloris Kastensmidt,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
8596,CA-2014-111934,2014-05-05,2014-05-07,First Class,GD-14590,United States,Arlington,Virginia,22204,South,OFF-BI-10004364,11.88,2,0.0,5.346,Giulietta Dortch,Corporate,Office Supplies,Binders,Storex Dura Pro Binders
8913,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,CA-12265,United States,Chattanooga,Tennessee,37421,South,OFF-BI-10004364,3.5639999999999996,2,0.7,-2.97,Christina Anderson,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
8458,US-2017-118556,2017-05-28,2017-06-02,Second Class,TH-21235,United States,Chicago,Illinois,60653,Central,OFF-BI-10004364,3.5639999999999996,3,0.8,-6.237,Tiffany House,Corporate,Office Supplies,Binders,Storex Dura Pro Binders
2691,CA-2017-156412,2017-12-04,2017-12-08,Standard Class,CM-12160,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,5.346,3,0.7,-4.455,Charles McCrossin,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
8616,CA-2016-165918,2016-09-10,2016-09-14,Standard Class,BD-11770,United States,Edmonds,Washington,98026,West,OFF-BI-10004364,14.255999999999998,3,0.2,4.455,Bryan Davis,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
9495,CA-2016-105207,2016-01-03,2016-01-08,Standard Class,BO-11350,United States,Broken Arrow,Oklahoma,74012,Central,OFF-BI-10004364,11.88,2,0.0,5.346,Bill Overfelt,Corporate,Office Supplies,Binders,Storex Dura Pro Binders
3856,US-2017-105389,2017-10-23,2017-10-28,Second Class,DM-13015,United States,San Antonio,Texas,78207,Central,OFF-BI-10004364,3.5639999999999996,3,0.8,-6.237,Darrin Martin,Consumer,Office Supplies,Binders,Storex Dura Pro Binders
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,United States,Troy,New York,12180,East,OFF-ST-10000604,208.56,6,0.0,52.14,Ted Butterfield,Consumer,Office Supplies,Storage,Home/Office Personal File Carts
549,CA-2015-113173,2015-11-15,2015-11-17,Second Class,DK-13225,United States,Chicago,Illinois,60653,Central,OFF-ST-10000604,250.27200000000002,9,0.2,15.642000000000001,Dean Katz,Corporate,Office Supplies,Storage,Home/Office Personal File Carts
7166,CA-2016-158610,2016-09-19,2016-09-22,First Class,CK-12595,United States,Providence,Rhode Island,2908,East,OFF-ST-10000604,69.52,2,0.0,17.38,Clytie Kelty,Consumer,Office Supplies,Storage,Home/Office Personal File Carts
956,CA-2017-119305,2017-11-30,2017-12-04,Standard Class,SW-20275,United States,Jackson,Mississippi,39212,South,OFF-ST-10000604,173.8,5,0.0,43.45,Scott Williamson,Consumer,Office Supplies,Storage,Home/Office Personal File Carts
1677,CA-2016-122728,2016-05-18,2016-05-24,Standard Class,EB-13930,United States,San Francisco,California,94110,West,OFF-ST-10000604,104.28,3,0.0,26.07,Eric Barreto,Consumer,Office Supplies,Storage,Home/Office Personal File Carts
6278,US-2016-139087,2016-07-17,2016-07-22,Second Class,DK-13375,United States,Seattle,Washington,98105,West,OFF-ST-10000604,69.52,2,0.0,17.38,Dennis Kane,Consumer,Office Supplies,Storage,Home/Office Personal File Carts
